0.0,0.0.1,0.0.2,0.0.3
7438,8853,1,10
27685,13325,1,10
13643,13325,1,10
3001,13325,1,10
1905,22606,1,10
22716,22606,1,10
21039,22606,1,10
4053,22606,1,10
1905,30645,1,10
21039,30645,1,10
16825,20118,1,10
24571,20118,1,10
28298,27298,1,10
21721,27298,1,10
13216,27298,1,10
6674,27298,1,10
6140,27298,1,10
26533,27298,1,10
4234,27298,1,10
7327,27298,1,10
32754,27298,1,10
26891,27298,1,10
33341,27298,1,10
33239,27298,1,10
6570,27298,1,10
18098,27298,1,10
17769,27298,1,10
28116,27298,1,10
22550,27298,1,10
8139,27298,1,10
14456,27298,1,10
28298,33240,1,10
9997,33240,1,10
26533,33240,1,10
8139,33240,1,10
3402,33240,1,10
22694,33240,1,10
23916,3778,1,10
23083,3778,1,10
10542,3778,1,10
6393,3778,1,10
32076,3778,1,10
16214,1891,1,10
17960,1891,1,10
24822,1891,1,10
12198,29713,1,10
13102,29713,1,10
2961,29713,1,10
11196,31023,1,10
29690,31023,1,10
2172,31023,1,10
29640,31023,1,10
5224,20334,1,10
17960,20334,1,10
33412,20334,1,10
21721,9851,1,10
6674,9851,1,10
6140,9851,1,10
24316,9851,1,10
4234,9851,1,10
32922,9851,1,10
33341,9851,1,10
7327,9851,1,10
32754,9851,1,10
26891,9851,1,10
33239,9851,1,10
6570,9851,1,10
18098,9851,1,10
17769,9851,1,10
28116,9851,1,10
22550,9851,1,10
4573,18980,1,10
13946,18980,1,10
15503,18980,1,10
6956,18980,1,10
30117,9663,1,10
6357,9663,1,10
28894,10985,1,10
32076,10985,1,10
13102,10985,1,10
897,7645,1,10
326,7645,1,10
44,7645,1,10
9985,7645,1,10
897,1448,1,10
326,1448,1,10
44,1448,1,10
9985,1448,1,10
3565,11584,1,10
19844,20517,1,10
18585,20517,1,10
19010,29141,1,10
9549,29141,1,10
34308,29141,1,10
13608,17418,1,10
31150,20874,1,10
34850,20874,1,10
15689,20874,1,10
28257,26493,1,10
25568,26493,1,10
19164,26493,1,10
15726,26493,1,10
6344,26493,1,10
31135,26493,1,10
30230,26493,1,10
25831,20143,1,10
19092,20143,1,10
25831,31546,1,10
19092,31546,1,10
25831,31660,1,10
19092,31660,1,10
8295,31660,1,10
3475,34438,1,10
21277,22683,1,10
10294,22683,1,10
28945,22683,1,10
4457,22683,1,10
29425,22683,1,10
21277,31507,1,10
10294,31507,1,10
28945,31507,1,10
4457,31507,1,10
29425,31507,1,10
1032,31507,1,10
23606,31507,1,10
5405,31507,1,10
26250,31507,1,10
21277,29059,1,10
10294,29059,1,10
28945,29059,1,10
4457,29059,1,10
29425,29059,1,10
23606,29059,1,10
5405,29059,1,10
26250,29059,1,10
757,12565,1,10
2230,12565,1,10
33528,12565,1,10
26005,12565,1,10
24252,21603,1,10
16664,21603,1,10
1372,21617,1,10
33498,21617,1,10
10303,21617,1,10
423,21617,1,10
34623,21617,1,10
23609,21617,1,10
1372,21609,1,10
33498,21609,1,10
10303,21609,1,10
423,21609,1,10
34623,21609,1,10
23609,21609,1,10
21799,22910,1,10
26952,22910,1,10
6956,22910,1,10
5712,22910,1,10
29381,22910,1,10
24711,22910,1,10
19980,22910,1,10
33926,22910,1,10
22257,22910,1,10
21799,32797,1,10
26952,32797,1,10
6956,32797,1,10
5712,32797,1,10
29381,32797,1,10
24711,32797,1,10
33926,32797,1,10
22257,32797,1,10
21799,16122,1,10
26952,16122,1,10
6956,16122,1,10
5712,16122,1,10
29381,16122,1,10
24711,16122,1,10
33926,16122,1,10
22257,16122,1,10
18146,30543,1,10
735,30543,1,10
11364,30543,1,10
95,30543,1,10
7619,30543,1,10
31427,30543,1,10
26841,30543,1,10
29576,30543,1,10
707,30543,1,10
16854,30543,1,10
866,30543,1,10
19975,30543,1,10
1986,30543,1,10
5227,30543,1,10
18146,2540,1,10
735,2540,1,10
11364,2540,1,10
95,2540,1,10
7619,2540,1,10
31427,2540,1,10
26841,2540,1,10
29576,2540,1,10
707,2540,1,10
16854,2540,1,10
866,2540,1,10
19975,2540,1,10
1986,2540,1,10
5227,2540,1,10
18146,12569,1,10
735,12569,1,10
11364,12569,1,10
95,12569,1,10
7619,12569,1,10
31427,12569,1,10
26841,12569,1,10
28773,12569,1,10
29576,12569,1,10
707,12569,1,10
16854,12569,1,10
866,12569,1,10
19975,12569,1,10
1986,12569,1,10
5227,12569,1,10
17537,5217,1,10
5227,5217,1,10
23711,5217,1,10
19980,23146,1,10
20074,23146,1,10
22174,3224,1,10
7505,3224,1,10
12813,3224,1,10
18742,3224,1,10
17847,3224,1,10
28663,14939,1,10
34606,14939,1,10
32754,14939,1,10
15501,14939,1,10
2,14939,1,10
3426,14939,1,10
126,14939,1,10
30311,28025,1,10
28663,28025,1,10
34606,28025,1,10
32754,28025,1,10
15501,28025,1,10
2,28025,1,10
3426,28025,1,10
126,28025,1,10
3658,10611,1,10
28761,10611,1,10
1109,25268,1,10
34652,25268,1,10
4458,22841,1,10
23580,22841,1,10
12602,22841,1,10
19734,3032,1,10
13965,3032,1,10
13985,3032,1,10
20279,28698,1,10
860,2045,1,10
8571,2045,1,10
20925,2045,1,10
33930,2045,1,10
21997,2045,1,10
7430,2045,1,10
17309,2045,1,10
25601,29977,1,10
21721,29977,1,10
9750,29977,1,10
1592,29977,1,10
8790,5612,1,10
34245,5612,1,10
15250,5612,1,10
18179,33276,1,10
23951,8267,1,10
12242,8267,1,10
12242,8945,1,10
23786,9741,1,10
21554,24435,1,10
423,24435,1,10
31788,24435,1,10
21554,22688,1,10
423,22688,1,10
31788,22688,1,10
29181,33730,1,10
31856,33730,1,10
3491,33730,1,10
30279,22489,1,10
33795,22489,1,10
12768,22489,1,10
33900,24163,1,10
285,24407,1,10
22544,3849,1,10
27508,3849,1,10
19194,3849,1,10
18400,8352,1,10
29834,8352,1,10
29076,14993,1,10
23179,10500,1,10
16801,10500,1,10
26197,34462,1,10
24095,34462,1,10
12021,34462,1,10
10797,34462,1,10
26197,23138,1,10
24095,23138,1,10
12021,23138,1,10
10797,23138,1,10
26197,16742,1,10
24095,16742,1,10
12021,16742,1,10
10797,16742,1,10
15476,30057,1,10
19626,8279,1,10
4363,32804,1,10
20372,32804,1,10
17195,32804,1,10
3257,3145,1,10
15610,3145,1,10
17724,1787,1,10
5052,1787,1,10
17922,17968,1,11
21452,28534,1,11
25001,33033,1,11
13850,33033,1,11
24934,28266,1,11
17565,22047,1,11
18342,4819,1,11
32369,4819,1,11
33470,4819,1,11
18306,4819,1,11
29151,4819,1,11
286,4819,1,11
2667,4819,1,11
24300,19912,1,11
18247,19912,1,11
14016,5290,1,11
10383,11147,1,11
4248,11147,1,11
23426,11147,1,11
2602,11147,1,11
32284,11147,1,11
311,11147,1,11
22369,11147,1,11
8911,11147,1,11
31984,11147,1,11
31353,11147,1,11
914,11147,1,11
23916,11147,1,11
1851,11147,1,11
16147,11147,1,11
10221,11147,1,11
20992,11147,1,11
26283,11147,1,11
32307,11147,1,11
26229,11147,1,11
24852,11147,1,11
218,11147,1,11
5649,11147,1,11
19946,11147,1,11
11643,11147,1,11
4426,11147,1,11
13236,3720,1,11
33686,3720,1,11
23958,3720,1,11
12533,3720,1,11
18572,3720,1,11
31997,26513,1,11
16788,26513,1,11
1659,26513,1,11
20259,26513,1,11
31957,26513,1,11
21605,26513,1,11
15978,26513,1,11
28773,26513,1,11
33053,26513,1,11
21799,29831,1,11
33926,29831,1,11
5712,29831,1,11
18513,29831,1,11
9541,29831,1,11
26952,29831,1,11
24711,29831,1,11
6956,29831,1,11
13946,29831,1,11
22257,29831,1,11
30732,29831,1,11
29471,29831,1,11
34780,29831,1,11
29381,29831,1,11
33926,24362,1,11
24752,29098,1,11
13549,29098,1,11
26251,29098,1,11
8557,30739,1,11
31180,30739,1,11
28852,30739,1,11
31126,2964,1,11
29342,1038,1,11
32732,1038,1,11
7966,1038,1,11
33458,1038,1,11
9891,1038,1,11
18076,1038,1,11
21357,1038,1,11
15495,1038,1,11
23398,1038,1,11
7118,1038,1,11
2715,1038,1,11
24748,1038,1,11
22192,2027,1,11
28051,7523,1,11
25555,7523,1,11
32454,7523,1,11
29186,7523,1,11
19578,7523,1,11
1432,32602,1,11
21552,32602,1,11
31570,32602,1,11
5394,32602,1,11
241,5445,1,11
21545,19863,1,11
9057,19863,1,11
3206,19863,1,11
18852,19863,1,11
29812,19863,1,11
11114,19863,1,11
31208,19863,1,11
14896,19863,1,11
15245,19863,1,11
20259,19863,1,11
32831,19863,1,11
8462,19863,1,11
9914,19863,1,11
10615,31476,1,11
703,31476,1,11
23398,31476,1,11
19099,31476,1,11
10378,31476,1,11
17740,31476,1,11
30855,31476,1,11
11372,31476,1,11
2870,31476,1,11
8851,31476,1,11
6079,31476,1,11
27848,9780,1,11
17399,9780,1,11
33045,9780,1,11
27645,9780,1,11
27960,9780,1,11
28358,9780,1,11
24863,9780,1,11
24355,9780,1,11
24838,2554,1,11
1249,30428,1,11
3271,30428,1,11
33779,30428,1,11
26188,30428,1,11
28801,30759,1,11
15155,30759,1,11
1032,30759,1,11
14307,20188,1,11
12874,12893,1,11
7801,12893,1,11
5786,12893,1,11
4908,16573,1,11
34411,17494,1,11
28491,17494,1,11
12925,17494,1,11
34132,17494,1,11
1742,17494,1,11
34389,17494,1,11
14268,17494,1,11
28998,17494,1,11
319,17494,1,11
15701,17494,1,11
33527,17494,1,11
16771,17494,1,11
12564,17494,1,11
5165,17494,1,11
30349,17494,1,11
22308,17494,1,11
19962,17494,1,11
1598,17494,1,11
27112,17494,1,11
488,17494,1,11
30181,17494,1,11
26975,17494,1,11
28491,31138,1,11
644,31138,1,11
24351,31138,1,11
609,31138,1,11
9938,31138,1,11
7687,31138,1,11
20396,31138,1,11
1734,31138,1,11
33458,31138,1,11
16188,31138,1,11
32029,31138,1,11
7966,31138,1,11
2971,31138,1,11
26322,31138,1,11
5224,31138,1,11
14896,31138,1,11
31530,31138,1,11
33053,31138,1,11
9595,31138,1,11
14855,31138,1,11
7800,6807,1,11
20586,6807,1,11
19164,6807,1,11
6488,6807,1,11
21445,6807,1,11
26137,6807,1,11
2621,6807,1,11
20647,6807,1,11
15696,6807,1,11
5039,6807,1,11
25348,6807,1,11
32138,6807,1,11
34034,6807,1,11
31386,6807,1,11
2918,6807,1,11
29653,6807,1,11
10674,9156,1,11
24662,9156,1,11
17824,9156,1,11
14499,9156,1,11
17737,9156,1,11
33575,9156,1,11
11014,9156,1,11
9686,9156,1,11
34821,30077,1,11
11153,30077,1,11
16851,30077,1,11
10383,24397,1,11
14732,24397,1,11
18190,24397,1,11
6780,1412,1,11
23179,1412,1,11
16801,1412,1,11
18920,1412,1,11
27303,24746,1,11
21539,33480,1,11
31126,13177,1,11
3608,2334,1,11
14521,2334,1,11
9760,2334,1,11
26005,966,1,11
30889,966,1,11
15282,966,1,11
4029,966,1,11
26533,14228,1,11
28298,14228,1,11
8139,14228,1,11
26279,14228,1,11
23098,10309,1,11
28101,10309,1,11
9510,10309,1,11
31564,10309,1,11
8148,17489,1,11
32738,17489,1,11
30518,17489,1,11
27305,17489,1,11
14210,17489,1,11
3777,17489,1,11
22438,17489,1,11
30616,17489,1,11
12786,8725,1,11
16128,8725,1,11
23031,5071,1,11
13447,5071,1,11
3453,5071,1,11
21445,5071,1,11
7058,5071,1,11
32725,5071,1,11
3968,5071,1,11
13919,5071,1,11
7239,5071,1,11
13318,13434,1,11
33510,13434,1,11
15546,13434,1,11
6298,28047,1,11
32770,28047,1,11
22009,28047,1,11
19001,28047,1,11
24951,28047,1,11
19962,28047,1,11
29996,28047,1,11
14496,28047,1,11
26968,28047,1,11
9064,28047,1,11
27662,960,1,11
30572,960,1,11
14261,960,1,11
385,960,1,11
22496,960,1,11
29936,960,1,11
16075,960,1,11
6256,960,1,11
19919,960,1,11
16061,960,1,11
3250,960,1,11
6278,960,1,11
28776,960,1,11
31747,960,1,11
8472,960,1,11
20391,960,1,11
14778,34402,1,11
4578,7711,1,11
21680,7711,1,11
8146,7711,1,11
9934,7711,1,11
15501,7711,1,11
34814,7711,1,11
4973,7711,1,11
12913,2056,1,11
28812,2056,1,11
13949,2056,1,11
17949,2056,1,11
11560,2056,1,11
16581,2056,1,11
14038,2056,1,11
19401,16484,1,11
3844,16484,1,11
12818,16484,1,11
26391,16484,1,11
16180,16484,1,11
2326,25290,1,11
19244,25290,1,11
8790,25290,1,11
23936,25290,1,11
4240,25290,1,11
31485,31827,1,11
29925,31827,1,11
15766,31827,1,11
31695,31827,1,11
19162,31827,1,11
27290,31827,1,11
8139,31827,1,11
15689,31827,1,11
12089,31827,1,11
18058,31827,1,11
2811,31827,1,11
34378,34225,1,11
28327,34225,1,11
17902,34225,1,11
34209,34225,1,11
860,34225,1,11
25831,34225,1,11
21736,34225,1,11
4621,34225,1,11
12314,34225,1,11
15559,34225,1,11
30765,34225,1,11
13221,34225,1,11
11983,34225,1,11
20412,34225,1,11
27410,32871,1,11
2447,32871,1,11
23736,32871,1,11
27766,32871,1,11
6048,32871,1,11
24338,17543,1,11
21531,17543,1,11
32894,17543,1,11
19849,17543,1,11
33134,17543,1,11
20325,27496,1,11
11189,27496,1,11
6065,27496,1,11
10145,27496,1,11
20049,20962,1,11
3456,20962,1,11
15571,20962,1,11
4635,20962,1,11
32554,7209,1,11
16576,7209,1,11
18179,7209,1,11
9747,7209,1,11
16673,7209,1,11
23829,7209,1,11
29399,7209,1,11
7056,22871,1,11
29199,22871,1,11
11054,25854,1,11
16663,25854,1,11
29876,25854,1,11
3005,25854,1,11
23471,15274,1,11
16330,15274,1,11
15999,15274,1,11
8933,15274,1,11
28101,15274,1,11
7327,15274,1,11
6048,15274,1,11
6256,15274,1,11
7291,15274,1,11
11268,15274,1,11
2281,11076,1,11
9541,11076,1,11
25952,11076,1,11
6956,11076,1,11
13946,11076,1,11
28723,11076,1,11
22235,11076,1,11
11167,11076,1,11
12668,11076,1,11
1240,11076,1,11
9760,11076,1,11
1859,11076,1,11
8274,8190,1,11
20507,7959,1,11
5963,7959,1,11
32738,7959,1,11
13596,7959,1,11
7564,7959,1,11
17610,7959,1,11
17902,7959,1,11
4081,7959,1,11
32137,7959,1,11
8082,7959,1,11
19152,7959,1,11
32027,7959,1,11
5005,7959,1,11
2127,7959,1,11
25204,7959,1,11
21839,7959,1,11
26595,7959,1,11
1162,7959,1,11
27057,7959,1,11
17288,7959,1,11
13422,7959,1,11
22407,7959,1,11
30349,7959,1,11
9798,7959,1,11
12838,7959,1,11
30291,7959,1,11
2941,7959,1,11
7437,7959,1,11
27870,7959,1,11
32069,7959,1,11
20507,14601,1,11
13596,14601,1,11
12595,14601,1,11
7564,14601,1,11
12071,14601,1,11
15122,14601,1,11
13136,14601,1,11
4213,14601,1,11
26215,14601,1,11
4081,14601,1,11
13590,14601,1,11
32137,14601,1,11
19152,14601,1,11
32027,14601,1,11
5005,14601,1,11
2127,14601,1,11
21839,14601,1,11
17288,14601,1,11
13422,14601,1,11
30349,14601,1,11
12838,14601,1,11
6651,14601,1,11
23754,14601,1,11
17966,14601,1,11
30291,14601,1,11
2941,14601,1,11
7437,14601,1,11
27870,14601,1,11
32069,14601,1,11
28491,20132,1,11
1856,20132,1,11
34790,20132,1,11
27909,20132,1,11
21445,20132,1,11
8981,20132,1,11
27742,20132,1,11
3363,20132,1,11
2781,20132,1,11
28656,20132,1,11
6351,20132,1,11
34688,20132,1,11
5704,20132,1,11
17232,20132,1,11
23406,20132,1,11
16667,20132,1,11
26477,20132,1,11
32069,20132,1,11
21992,20132,1,11
6359,20132,1,11
27305,20132,1,11
14268,20132,1,11
16771,20132,1,11
29217,3136,1,11
20356,3136,1,11
3815,3136,1,11
12190,3136,1,11
10994,3136,1,11
17162,3136,1,11
29217,15027,1,11
20356,15027,1,11
3815,15027,1,11
12190,15027,1,11
10994,15027,1,11
17162,15027,1,11
14911,18305,1,11
8518,18305,1,11
6298,18305,1,11
19578,18305,1,11
29492,18305,1,11
25239,18305,1,11
32050,16083,1,11
3363,16083,1,11
12071,16083,1,11
24275,34276,1,11
27410,34276,1,11
32738,34276,1,11
14755,34276,1,11
27909,34276,1,11
9362,34276,1,11
4578,34276,1,11
20639,34276,1,11
12435,34276,1,11
9546,34276,1,11
20657,34276,1,11
19117,34276,1,11
16212,34276,1,11
22587,34276,1,11
9412,34276,1,11
6065,34276,1,11
28878,34276,1,11
24305,34276,1,11
8590,34276,1,11
2097,34276,1,11
14741,34276,1,11
10694,34276,1,11
17423,34276,1,11
15920,34276,1,11
24164,14327,1,11
5838,14327,1,11
18465,14327,1,11
10895,14327,1,11
31763,14327,1,11
20008,403,1,11
20396,403,1,11
8222,403,1,11
17288,403,1,11
8310,403,1,11
20134,403,1,11
2914,242,1,11
18179,242,1,11
5786,242,1,11
17288,242,1,11
9524,242,1,11
16673,242,1,11
2914,13283,1,11
18179,13283,1,11
5786,13283,1,11
17288,13283,1,11
9524,13283,1,11
16673,13283,1,11
18072,13283,1,11
12925,9386,1,11
21435,9386,1,11
26215,9386,1,11
30730,9386,1,11
12913,9386,1,11
14900,9386,1,11
18892,9386,1,11
20657,9386,1,11
14732,9386,1,11
914,9386,1,11
9871,9386,1,11
3280,9386,1,11
28298,9386,1,11
31085,9386,1,11
373,9386,1,11
19479,9386,1,11
8823,9386,1,11
33075,9386,1,11
30155,9386,1,11
34620,9386,1,11
31516,9386,1,11
30404,9386,1,11
23278,9386,1,11
7878,9386,1,11
26368,9386,1,11
18778,9386,1,11
16334,9386,1,11
1389,9386,1,11
32380,27155,1,11
21435,27155,1,11
4578,27155,1,11
12423,27155,1,11
26215,27155,1,11
17293,27155,1,11
34389,27155,1,11
8146,27155,1,11
17342,27155,1,11
5488,27155,1,11
32071,27155,1,11
26066,27155,1,11
22842,27155,1,11
18673,27155,1,11
373,27155,1,11
32316,27155,1,11
15054,27155,1,11
25876,27155,1,11
20927,27155,1,11
19632,27155,1,11
13919,27155,1,11
28782,27155,1,11
30145,27155,1,11
13349,27155,1,11
22872,27155,1,11
8143,27155,1,11
6427,27155,1,11
19588,27155,1,11
19431,12005,1,11
3061,12005,1,11
25492,12005,1,11
8310,12005,1,11
27529,12005,1,11
9765,12005,1,11
34411,15845,1,11
3568,15845,1,11
33397,15845,1,11
6092,30454,1,11
15517,30454,1,11
30585,30454,1,11
25160,30454,1,11
33800,30454,1,11
20435,30454,1,11
23729,23436,1,11
23557,23436,1,11
3902,23436,1,11
25886,23436,1,11
34209,23436,1,11
32401,23436,1,11
19909,23436,1,11
29079,23436,1,11
6746,23436,1,11
860,23436,1,11
25652,23436,1,11
23149,23436,1,11
14101,23436,1,11
15245,23436,1,11
31001,23436,1,11
16162,23436,1,11
18146,23436,1,11
18686,23436,1,11
18982,23436,1,11
7521,23436,1,11
34820,23436,1,11
26218,23436,1,11
33900,23436,1,11
7496,23436,1,11
10976,23436,1,11
30312,23436,1,11
5162,23436,1,11
24233,23436,1,11
7009,23436,1,11
12739,23436,1,11
7631,23436,1,11
5022,28855,1,11
13216,28855,1,11
9455,28855,1,11
27493,28855,1,11
30585,28855,1,11
21607,28855,1,11
17789,28855,1,11
12452,28855,1,11
5146,28855,1,11
27241,28855,1,11
13872,28855,1,11
10856,28855,1,11
28301,28855,1,11
9760,28855,1,11
25797,26312,1,11
15398,26312,1,11
18066,26312,1,11
16201,26312,1,11
24184,4905,1,11
12374,4905,1,11
6216,4905,1,11
12423,2438,1,11
31936,2438,1,11
1339,2438,1,11
7944,2438,1,11
3271,2438,1,11
17233,2438,1,11
14313,2438,1,11
17461,2438,1,11
23578,2438,1,11
15961,2438,1,11
18649,2438,1,11
24316,2438,1,11
1212,2438,1,11
20586,20470,1,11
32137,20470,1,11
10700,20470,1,11
31478,20470,1,11
31154,20470,1,11
29108,20470,1,11
30615,20470,1,11
25876,20470,1,11
27770,20470,1,11
14828,20470,1,11
7291,20470,1,11
32274,20470,1,11
32137,28621,1,11
16722,28621,1,11
25374,28621,1,11
7867,15402,1,11
2701,15402,1,11
13448,15402,1,11
33316,15402,1,11
31352,15402,1,11
5661,15402,1,11
20240,15402,1,11
23461,15402,1,11
29006,15402,1,11
4690,15402,1,11
5592,15402,1,11
31566,15402,1,11
9412,15402,1,11
11701,15402,1,11
27254,15402,1,11
27187,15402,1,11
20412,15402,1,11
17170,15402,1,11
19962,15402,1,11
21545,15402,1,11
9057,15402,1,11
3206,15402,1,11
18852,15402,1,11
29812,15402,1,11
11114,15402,1,11
31208,15402,1,11
14896,15402,1,11
32831,15402,1,11
15245,15402,1,11
19919,15402,1,11
6595,4653,1,11
1742,4653,1,11
8876,4653,1,11
3660,4653,1,11
22000,4653,1,11
9108,4653,1,11
12011,4653,1,11
26218,4653,1,11
33338,4653,1,11
26477,4653,1,11
33607,4653,1,11
28989,5992,1,11
25072,5992,1,11
26506,5992,1,11
4468,5992,1,11
4153,5992,1,11
32384,5992,1,11
23771,5992,1,11
22842,5992,1,11
5691,5992,1,11
28619,5992,1,11
19653,5992,1,11
18459,5992,1,11
32002,5992,1,11
18551,5992,1,11
19585,5992,1,11
18705,5992,1,11
18058,5992,1,11
20574,31067,1,11
5953,31067,1,11
9254,31067,1,11
19820,31067,1,11
7179,31067,1,11
10895,28061,1,11
818,28061,1,11
32826,28061,1,11
12129,28061,1,11
25018,28061,1,11
9541,10340,1,11
28723,10340,1,11
22235,10340,1,11
12668,10340,1,11
32401,29775,1,11
12002,29775,1,11
12710,29775,1,11
8632,29775,1,11
18982,29775,1,11
32401,8871,1,11
12002,8871,1,11
8632,8871,1,11
18982,8871,1,11
11153,3610,1,11
635,3610,1,11
4234,3610,1,11
5451,3610,1,11
29273,3610,1,11
31172,3610,1,11
21051,3610,1,11
1005,3610,1,11
21382,3610,1,11
33634,3610,1,11
635,27527,1,11
5451,27527,1,11
31172,27527,1,11
21051,27527,1,11
1005,27527,1,11
33634,27527,1,11
9003,27540,1,11
34822,27540,1,11
818,27540,1,11
635,27540,1,11
16320,27540,1,11
33872,27540,1,11
22009,27540,1,11
5451,27540,1,11
31172,27540,1,11
21051,27540,1,11
12129,27540,1,11
6773,27540,1,11
1005,27540,1,11
33634,27540,1,11
2043,27540,1,11
34300,1652,1,11
12925,1652,1,11
490,1652,1,11
1166,1652,1,11
5076,1652,1,11
14093,1652,1,11
13872,1652,1,11
26533,22303,1,11
12198,22303,1,11
28298,22303,1,11
3658,22303,1,11
18291,22303,1,11
13919,22303,1,11
8370,22303,1,11
23521,22303,1,11
25785,22303,1,11
26533,6736,1,11
12198,6736,1,11
6479,6736,1,11
32071,6736,1,11
28298,6736,1,11
24009,6736,1,11
13919,6736,1,11
2935,6736,1,11
25785,6736,1,11
32840,23456,1,11
13480,23456,1,11
19319,23456,1,11
24351,16798,1,11
18756,4576,1,11
11165,4576,1,11
11153,4576,1,11
32314,4576,1,11
24952,4576,1,11
25876,4576,1,11
875,4576,1,11
8370,4576,1,11
15005,4576,1,11
6160,27163,1,11
32719,27163,1,11
12673,27163,1,11
5772,24279,1,11
9997,24279,1,11
20619,24279,1,11
31485,10581,1,11
126,10581,1,11
19164,10581,1,11
23083,10581,1,11
32754,10581,1,11
3426,10581,1,11
22549,10581,1,11
1934,10581,1,11
15571,10581,1,11
12135,10581,1,11
15501,10581,1,11
19162,10581,1,11
32138,10581,1,11
21143,10581,1,11
5751,10581,1,11
9426,10581,1,11
28663,10581,1,11
19164,26191,1,11
23083,26191,1,11
22549,26191,1,11
1934,26191,1,11
15571,26191,1,11
12135,26191,1,11
19162,26191,1,11
32138,26191,1,11
21143,26191,1,11
28663,26191,1,11
23557,17365,1,11
6746,17365,1,11
14101,17365,1,11
16162,17365,1,11
7521,17365,1,11
24233,17365,1,11
7009,17365,1,11
12739,17365,1,11
7631,17365,1,11
23557,12599,1,11
6746,12599,1,11
14101,12599,1,11
16162,12599,1,11
7521,12599,1,11
24233,12599,1,11
7009,12599,1,11
12739,12599,1,11
7631,12599,1,11
23557,24624,1,11
6746,24624,1,11
14101,24624,1,11
16162,24624,1,11
7521,24624,1,11
24233,24624,1,11
7009,24624,1,11
12739,24624,1,11
7631,24624,1,11
23031,7285,1,11
13403,7285,1,11
33183,7285,1,11
8779,7285,1,11
1249,7285,1,11
16658,7285,1,11
15726,7285,1,11
32725,7285,1,11
17335,7285,1,11
28257,7285,1,11
24046,106,1,11
8689,106,1,11
20302,106,1,11
21319,106,1,11
16862,18640,1,11
21411,18640,1,11
2805,18640,1,11
6041,18640,1,11
17368,18640,1,11
1166,2132,1,11
23651,2132,1,11
22183,2132,1,11
30045,2132,1,11
14977,2132,1,11
21095,2132,1,11
11730,2132,1,11
34816,2132,1,11
14005,2132,1,11
17737,10314,1,11
25066,10314,1,11
28539,10314,1,11
29655,10314,1,11
17170,10314,1,11
3736,31499,1,11
21554,3934,1,11
22745,3934,1,11
8755,3934,1,11
4442,3934,1,11
31971,3934,1,11
25393,3934,1,11
5888,3934,1,11
7179,3934,1,11
30799,3934,1,11
28368,3934,1,11
26102,3934,1,11
32380,25985,1,11
6344,25985,1,11
19131,25985,1,11
3770,25985,1,11
4647,25985,1,11
13564,25985,1,11
14978,25985,1,11
27601,25985,1,11
21168,2028,1,11
31997,2028,1,11
1702,2028,1,11
10688,9279,1,11
12219,9279,1,11
4153,28349,1,11
7416,28349,1,11
32103,28349,1,11
12925,28349,1,11
29425,28349,1,11
7565,28349,1,11
19653,28349,1,11
30284,28349,1,11
12952,28349,1,11
15005,28349,1,11
26506,29782,1,11
4468,29782,1,11
32384,29782,1,11
22842,29782,1,11
19653,29782,1,11
32002,29782,1,11
18551,29782,1,11
19585,29782,1,11
32949,1693,1,11
30004,1693,1,11
8239,18031,1,11
3565,18031,1,11
30752,18031,1,11
6256,18031,1,11
15254,18031,1,11
10109,18031,1,11
19919,18031,1,11
33095,18031,1,11
102,18031,1,11
3250,18031,1,11
18355,18031,1,11
34814,18031,1,11
4328,18031,1,11
6989,18031,1,11
1005,18031,1,11
11937,18031,1,11
27080,18031,1,11
2561,18031,1,11
11977,21179,1,11
3044,21179,1,11
12710,6724,1,11
12198,20818,1,11
13102,20818,1,11
2961,20818,1,11
13966,20818,1,11
12198,21783,1,11
13102,21783,1,11
1754,21783,1,11
2961,21783,1,11
13966,21783,1,11
12913,21783,1,11
13949,21783,1,11
28812,21783,1,11
17949,21783,1,11
11560,21783,1,11
16581,21783,1,11
14038,21783,1,11
18190,11966,1,11
10376,11966,1,11
14248,11966,1,11
5833,29968,1,11
28293,3113,1,11
27601,3113,1,11
23697,3113,1,11
28537,32852,1,11
15546,32852,1,11
326,19386,1,11
897,19386,1,11
2267,19386,1,11
29932,19386,1,11
9985,19386,1,11
44,19386,1,11
34324,19386,1,11
14208,19386,1,11
23080,19386,1,11
28217,19386,1,11
23828,10665,1,11
3198,10665,1,11
24861,10665,1,11
16707,10665,1,11
9153,10665,1,11
17877,10665,1,11
11165,10665,1,11
758,10665,1,11
15283,10665,1,11
6845,10665,1,11
8249,10665,1,11
2890,10665,1,11
32137,10665,1,11
32688,10665,1,11
1154,10665,1,11
20857,10665,1,11
8146,10665,1,11
25785,4507,1,11
1547,4507,1,11
18756,4507,1,11
15098,10932,1,11
15726,10932,1,11
31089,10932,1,11
34883,4265,1,11
20259,4265,1,11
30277,4265,1,11
26841,4265,1,11
23609,13355,1,11
10303,13355,1,11
33498,13355,1,11
1372,13355,1,11
423,13355,1,11
34623,13355,1,11
21799,17438,1,11
33926,17438,1,11
5712,17438,1,11
26952,17438,1,11
24711,17438,1,11
6956,17438,1,11
22257,17438,1,11
29381,17438,1,11
31478,33224,1,11
27301,33224,1,11
19849,33224,1,11
3257,33224,1,11
19946,33224,1,11
27766,21241,1,11
22279,21241,1,11
7008,21241,1,11
15509,21241,1,11
17905,21241,1,11
